WaterbodyName,Years,SampleDate,Alkalinity-total (as CaCO3),Ammonia-Total (as N),BOD - 5 days (Total),Chloride,Conductivity @25°C,Dissolved Oxygen,ortho-Phosphate (as P) - unspecified,pH,Temperature,Total Hardness (as CaCO3),True Colour,CCME_Values,CCME_WQI,WAWQI_Values,WAWQI,Horton_values,Horton WQI,Brown_values,Brown WQI,SRDD_values,SRDD WQI
LEE (CORK)_020,2020,Jul,127.0,0.033,1.4,11.2,56.0,55.6,0.019,6.7,14.0,11.0,45.0,77.18414096345025,Fair,68.42369583612172,Good,40.30909090909091,Moderate,88.95563879,Good,92.939564506096,Excellent
LEE (CORK)_020,2020,Aug,127.0,0.025,1.2,10.9,74.0,54.75,0.019,7.2,16.9,19.0,25.0,78.96080261008413,Fair,68.62936333887666,Good,41.79090909090909,Moderate,88.94361255,Good,92.605124700096,Excellent
LEE (CORK)_020,2020,Sep,127.0,0.033,1.2,9.62,54.0,53.35,0.019,6.8,14.6,13.0,38.0,78.18159462369496,Fair,68.30119496448023,Good,39.201818181818176,Moderate,89.00309599,Good,93.273405029376,Excellent
LEE (CORK)_020,2020,Oct,127.0,0.033,1.2,11.9,68.0,54.5,0.019,6.6,10.1,17.0,19.0,82.08549451929883,Good,68.65022402756028,Good,41.027272727272724,Moderate,88.94609879000001,Good,93.097042486896,Excellent
LEE (CORK)_020,2020,Nov,127.0,0.033,1.2,10.6,75.0,53.55,0.019,7.1,8.9,12.0,29.0,78.8776311381373,Fair,68.36562387192323,Good,41.381818181818176,Moderate,88.99177479,Good,93.044922986496,Excellent
LEE (CORK)_020,2020,Dec,127.0,0.033,1.2,11.8,71.0,57.25,0.019,7.4,12.0,14.0,18.0,81.42623600677106,Good,68.74242135510288,Good,42.581818181818186,Moderate,88.90926279,Good,92.693531509696,Excellent
LEE (CORK)_020,2021,Jan,127.0,0.033,1.2,9.73,50.0,54.1,0.019,6.6,8.5,10.0,26.0,79.01292102380492,Fair,68.54075248075463,Good,39.04818181818182,Moderate,89.00612459,Good,93.657016713216,Excellent
LEE (CORK)_020,2021,Feb,127.0,0.033,1.6,11.0,54.0,58.3,0.019,6.9,7.2,10.0,24.0,78.31314209027039,Fair,68.84461342137155,Good,41.163636363636364,Moderate,88.91405279,Good,93.149489446896,Excellent
LEE (CORK)_020,2021,Mar,127.0,0.033,1.2,14.2,80.0,59.15,0.019,7.5,8.1,17.0,10.0,80.98227064277162,Good,68.97557275249098,Good,44.345454545454544,Moderate,88.84061479,Good,92.387654133696,Excellent
LEE (CORK)_020,2021,Apr,127.0,0.033,1.7,14.0,85.0,56.1,0.019,7.5,11.0,18.0,9.0,81.69949880224584,Good,68.70434941706218,Good,43.67272727272727,Moderate,88.87247179,Good,92.443834672896,Excellent
LEE (CORK)_020,2021,May,127.0,0.033,1.2,13.7,79.0,55.15,0.019,7.5,9.6,16.0,6.0,81.92786304634865,Good,68.68120971362812,Good,42.75454545454545,Moderate,88.91230479000001,Good,92.828058909696,Excellent
LEE (CORK)_020,2021,Jun,127.0,0.033,1.5,11.5,72.0,61.2,0.019,7.3,18.3,18.0,27.0,77.49545592248859,Fair,68.97641560512321,Good,44.04545454545455,Moderate,88.82592779,Good,91.895456464896,Excellent
LEE (CORK)_020,2021,Jul,127.0,0.033,1.0,10.2,69.0,58.05,0.019,6.9,17.4,17.0,21.0,78.6091850983031,Fair,68.8754331224055,Good,42.36363636363637,Moderate,88.91022079,Good,92.518418378496,Excellent
LEE (CORK)_020,2021,Aug,127.0,0.033,1.3,9.07,53.0,57.65,0.019,7.1,16.0,12.0,38.0,77.32952702807994,Fair,68.60298333781041,Good,40.73363636363636,Moderate,88.94068199,Good,92.839195262976,Excellent
LEE (CORK)_020,2021,Sep,127.0,0.023,2.1,11.1,93.0,52.2,0.16,7.0,15.8,21.0,16.0,76.3875684044472,Fair,-183.15672798051781,Unsuitable,42.53636363636363,Moderate,88.94187169,Good,92.475643780864,Excellent
LEE (CORK)_020,2021,Oct,127.0,0.033,1.2,9.58,67.0,60.5,0.019,7.0,11.1,19.0,31.0,77.31980484327875,Fair,68.94746487265536,Good,43.052727272727275,Moderate,88.86496759,Good,92.378933045616,Excellent
LEE (CORK)_020,2021,Nov,127.0,0.033,1.2,8.91,54.0,55.0,0.019,7.3,10.4,13.0,40.0,77.69224437948289,Fair,68.32733139345767,Good,39.919090909090905,Moderate,88.98085939,Good,93.204552051136,Excellent
LEE (CORK)_020,2021,Dec,127.0,0.033,1.2,10.5,57.0,56.45,0.019,7.3,7.5,11.0,30.0,78.2017858078935,Fair,68.56359467933544,Good,40.86363636363637,Moderate,88.95032479,Good,93.182428341696,Excellent
LEE (CORK)_020,2022,Jan,127.0,0.033,1.2,15.3,78.0,63.7,0.019,7.6,8.4,14.0,22.0,77.39770155331455,Fair,69.20764009932415,Good,45.95454545454545,Moderate,88.76994279,Good,91.830990010096,Excellent
LEE (CORK)_020,2022,Feb,127.0,0.033,1.4,10.9,53.0,54.4,0.019,6.7,11.0,12.0,41.0,77.73180697870093,Fair,68.36896548980118,Good,39.57272727272727,Moderate,88.97369279,Good,93.246508832496,Excellent
LEE (CORK)_020,2022,Mar,127.0,0.033,1.2,19.4,98.0,56.6,0.019,7.2,11.1,20.0,7.0,81.58026347196044,Good,68.84686035510958,Good,45.41818181818182,Moderate,88.81392079,Good,91.980070525296,Excellent
LEE (CORK)_020,2022,Apr,127.0,0.033,1.2,18.0,92.0,54.35,0.019,7.2,10.3,19.0,12.0,82.1220314794385,Good,68.60175886289862,Good,43.92727272727273,Moderate,88.86841479,Good,92.375509482496,Excellent
LEE (CORK)_020,2022,May,127.0,0.033,1.2,16.4,96.0,58.4,0.019,7.4,14.4,22.0,10.0,81.15641196017194,Good,68.92553453916814,Good,45.690909090909095,Moderate,88.80702079,Good,91.741572432496,Excellent
LEE (CORK)_020,2022,Jun,127.0,0.033,1.2,15.1,89.0,58.9,0.019,7.2,15.2,19.0,13.0,81.04015818982688,Good,68.97190209208196,Good,45.04545454545455,Moderate,88.82797879,Good,91.905132858096,Excellent
LEE (CORK)_020,2022,Jul,127.0,0.033,2.7,14.0,95.0,52.55,0.018,7.4,17.2,25.0,10.0,82.56520949640785,Good,70.14704871305827,Good,43.25454545454546,Moderate,88.87159759000001,Good,92.1692932444,Excellent
LEE (CORK)_020,2022,Aug,127.0,0.033,1.2,13.1,86.0,56.65,0.019,7.1,20.6,21.0,13.0,81.56837601658229,Good,68.79664592727895,Good,43.736363636363635,Moderate,88.87593679,Good,92.063113706496,Excellent
LEE (CORK)_020,2022,Sep,127.0,0.033,1.2,13.6,77.0,54.05,0.019,6.2,13.8,17.0,24.0,79.19090435231013,Fair,68.6287051255168,Good,41.69090909090909,Moderate,88.93813879,Good,92.761489559296,Excellent
LEE (CORK)_020,2022,Oct,127.0,0.02,1.2,11.3,52.0,54.65,0.019,6.4,13.4,11.0,40.0,77.76152376956284,Fair,68.69707819555263,Good,39.5,Moderate,88.9876584,Good,93.227035389936,Excellent
LEE (CORK)_020,2022,Nov,127.0,0.033,1.2,12.2,59.0,54.15,0.019,6.6,12.2,10.0,38.0,78.0206795139832,Fair,68.40821828818608,Good,40.1090909090909,Moderate,88.97822679000001,Good,93.154199863296,Excellent
LEE (CORK)_020,2022,Dec,127.0,0.033,1.2,14.3,81.0,55.95,0.019,7.0,4.0,14.0,12.0,81.73539764371195,Good,68.7799020285915,Good,43.1,Moderate,88.90780879,Good,92.88472116729601,Excellent
LEE (CORK)_020,2023,Jan,127.0,0.033,1.2,13.3,71.0,55.8,0.019,6.9,8.3,12.5,9.0,81.77135584736651,Good,68.81695136463215,Good,42.00909090909091,Moderate,88.92764679,Good,93.071270466496,Excellent
LEE (CORK)_030,2010,Apr,30.0,0.033,0.2,10.5,356.0,56.2,0.019,7.2,9.8,27.0,42.0,77.30037324340694,Fair,68.47109142705068,Good,59.099999999999994,Fair,96.45822879,Excellent,90.417582579696,Excellent
LEE (CORK)_030,2012,Feb,20.0,0.033,1.5,12.3,356.0,54.55,0.019,6.9,8.2,18.0,35.0,78.18159462369496,Fair,68.41128661751993,Good,57.64545454545455,Fair,97.25091379,Excellent,91.237523818096,Excellent
LEE (CORK)_030,2012,Sep,36.0,0.033,1.8,8.4,356.0,55.9,0.019,7.3,17.2,19.0,44.0,77.20347049538643,Fair,68.32832435071393,Good,59.38181818181818,Fair,96.00956679,Excellent,89.914624640496,Good
LEE (CORK)_030,2012,Oct,20.0,0.033,1.0,8.7,356.0,46.55,0.019,7.3,12.9,23.0,35.0,79.8500937228865,Fair,67.67847855157612,Good,54.554545454545455,Fair,97.40078279,Excellent,91.948888847296,Excellent
LEE (CORK)_030,2012,Nov,26.0,0.033,0.6,8.1,356.0,52.2,0.019,7.1,6.2,19.0,43.0,78.01065860069691,Fair,68.12667208008284,Good,57.02727272727273,Fair,96.88318079,Excellent,91.369636688496,Excellent
LEE (CORK)_030,2013,Feb,127.0,0.069,0.9,10.6,356.0,57.0,0.019,7.0,6.8,152.0,35.0,77.69224437948289,Fair,67.9578244501491,Good,68.14545454545454,Fair,88.31437287,Good,82.0488478656,Good
LEE (CORK)_030,2013,Mar,38.0,0.011,0.2,12.0,356.0,59.1,0.019,7.4,7.3,40.0,22.0,78.31314209027039,Fair,69.2938729220219,Good,61.09090909090909,Fair,95.73400613,Excellent,89.708197048944,Good
LEE (CORK)_030,2013,May,38.0,0.046,1.1,19.4,356.0,54.95,0.019,7.1,11.2,72.0,38.0,77.86085736315391,Fair,68.14957484735598,Good,60.14545454545455,Fair,95.53259018,Excellent,88.859732008384,Good
LEE (CORK)_030,2013,Jul,26.0,0.008,1.3,18.6,356.0,59.5,0.019,7.4,18.8,45.0,24.0,78.07084812046769,Fair,69.30247496575288,Good,60.74545454545455,Fair,96.54086904,Excellent,89.350559830896,Good
LEE (CORK)_030,2013,Sep,56.0,0.027,1.2,18.6,356.0,53.9,0.019,7.4,16.8,27.0,24.0,79.2224379550527,Fair,68.49448648101543,Good,61.436363636363645,Fair,94.35989660999999,Excellent,88.875934003824,Good
LEE (CORK)_030,2013,Oct,26.0,0.025,2.2,18.6,356.0,52.05,0.019,7.7,16.3,25.0,32.0,78.93998456705052,Fair,68.18748186268921,Good,58.145454545454534,Fair,96.70411255,Excellent,90.455904220096,Excellent
LEE (CORK)_030,2014,Mar,44.0,0.02,0.6,24.5,356.0,54.2,0.019,6.944,7.9,152.0,22.0,79.32781898226983,Fair,68.77307402087669,Good,60.8250909090909,Fair,94.71232272,Excellent,87.180850412544,Good
LEE (CORK)_030,2014,Mar,46.0,0.123,0.4,25.4,356.0,54.8,0.019,6.907,7.8,152.0,21.0,79.28561698566371,Fair,67.01196450420426,Good,61.293454545454544,Fair,94.46315145,Excellent,86.985554137084,Good
LEE (CORK)_030,2014,Apr,20.0,0.026,0.9,19.9,356.0,54.4,0.019,7.105,9.6,152.0,26.0,78.95039149247634,Fair,68.59617471237468,Good,58.35636363636363,Fair,96.61153098,Excellent,88.507533877084,Good
LEE (CORK)_030,2014,Apr,23.0,0.08,1.1,19.5,356.0,52.7,0.019,7.139,9.6,152.0,23.0,79.56110444772577,Fair,67.50634081823264,Good,57.98690909090909,Fair,96.36135211999999,Excellent,88.580236889404,Good
LEE (CORK)_030,2014,Jun,18.0,0.017,2.1,15.2,356.0,52.9,0.019,7.4,15.3,152.0,37.0,78.35376307157071,Fair,68.39466876217227,Good,57.309090909090905,Fair,96.81305531,Excellent,88.451856158464,Good
LEE (CORK)_030,2014,Aug,22.0,0.0,4.4,14.7,356.0,54.25,0.019,7.5,18.9,152.0,20.0,82.1464229860344,Good,68.87753520927012,Good,58.154545454545456,Fair,96.4382578,Excellent,87.92262353649599,Good
LEE (CORK)_030,2014,Aug,24.0,0.0,1.7,14.9,356.0,53.7,0.019,7.6,18.3,152.0,19.0,82.28105708148976,Good,68.94410182614092,Good,58.190909090909095,Fair,96.3582028,Excellent,88.178423184496,Good
LEE (CORK)_030,2014,Sep,38.0,0.021,3.0,14.1,356.0,56.45,0.019,7.6,16.9,152.0,31.0,78.12112343770875,Fair,68.6091893643295,Good,60.3909090909091,Fair,95.18498243,Excellent,86.820892867584,Good
LEE (CORK)_030,2014,Sep,36.0,0.408,4.0,14.3,356.0,48.85,0.019,7.4,16.1,152.0,27.0,80.04436774124268,Good,61.09669607389067,Good,57.3909090909091,Fair,95.13175804,Excellent,87.876038125296,Good
LEE (CORK)_030,2014,Dec,30.0,0.049,0.9,12.1,356.0,47.45,0.019,6.9,8.1,152.0,49.0,78.48625130621262,Fair,67.38013314580158,Good,55.95454545454547,Fair,96.00978427,Excellent,88.8995085724,Good
LEE (CORK)_030,2014,Dec,20.0,0.034,0.8,12.3,356.0,51.9,0.019,7.1,8.2,152.0,47.0,77.7516139017506,Fair,68.01427049848698,Good,56.75454545454545,Fair,96.72869682,Excellent,88.9007079664,Good
LEE (CORK)_030,2015,Feb,24.0,0.02,0.5,14.5,356.0,54.7,0.019,7.1,5.1,152.0,31.0,78.47603440367016,Fair,68.69443334102765,Good,58.33636363636363,Fair,96.3694674,Excellent,88.630344340336,Good
LEE (CORK)_030,2015,Feb,20.0,0.033,0.7,17.8,356.0,56.75,0.019,7.2,6.0,152.0,29.0,78.22199404776694,Fair,68.62999622687279,Good,59.05454545454545,Fair,96.59691179000001,Excellent,88.41994490929599,Good
LEE (CORK)_030,2015,Apr,48.0,0.02,0.9,16.1,356.0,56.25,0.019,7.3,12.9,152.0,18.0,81.66365922567783,Good,68.90690845518591,Good,61.300000000000004,Fair,94.4474014,Excellent,86.810086868736,Good
LEE (CORK)_030,2015,Apr,94.0,0.033,1.2,16.2,356.0,57.95,0.019,7.3,12.9,152.0,20.0,81.26158865206784,Good,68.7776939674593,Good,66.10909090909091,Fair,90.82318279,Excellent,83.681244036096,Good
LEE (CORK)_030,2015,Jun,18.0,0.033,2.0,12.7,356.0,57.95,0.019,7.5,16.2,152.0,32.0,77.74170830483293,Fair,68.57676502172271,Good,58.95454545454545,Fair,96.75035679,Excellent,87.958766877696,Good
LEE (CORK)_030,2015,Jun,26.0,0.033,0.9,13.0,356.0,56.35,0.019,7.5,18.0,152.0,29.0,78.30299748928694,Fair,68.5219369054264,Good,59.127272727272725,Fair,96.17786579,Excellent,87.782542358896,Good
LEE (CORK)_030,2015,Nov,12.0,0.036,0.4,12.8,356.0,51.6,0.019,7.4,10.9,152.0,55.0,77.18414096345025,Fair,67.82443351648055,Good,56.07272727272728,Fair,97.35586288,Excellent,89.131215257344,Good
LEE (CORK)_030,2015,Nov,12.0,0.032,0.5,13.0,356.0,51.6,0.019,7.4,10.6,152.0,54.0,77.26156110750726,Fair,67.90273881809797,Good,56.09090909090909,Fair,97.35428176,Excellent,89.138783355504,Good
LEE (CORK)_030,2016,Feb,127.0,0.02,1.2,15.1,80.0,55.35,0.019,7.8,6.9,16.0,28.0,78.58865373551069,Fair,68.63018306624633,Good,43.154545454545456,Moderate,88.9017864,Good,92.562969223536,Excellent
LEE (CORK)_030,2016,Apr,13.0,0.033,1.2,16.2,85.0,54.95,0.019,7.2,10.2,15.0,24.0,79.00248896983238,Fair,68.53205026651048,Good,32.981818181818184,Moderate,97.76490679,Excellent,96.64140130809601,Excellent
LEE (CORK)_030,2016,Jun,14.0,0.033,1.0,13.2,85.0,54.6,0.019,7.4,18.8,22.0,22.0,79.24348107960466,Fair,68.48928917407875,Good,32.74545454545455,Moderate,97.69639879,Excellent,96.444708739696,Excellent
LEE (CORK)_030,2016,Sep,17.0,0.033,1.1,11.8,76.0,55.75,0.019,7.0,18.1,25.0,38.0,77.70212862377184,Fair,68.47877308967374,Good,32.345454545454544,Moderate,97.44858779,Excellent,96.325310365296,Excellent
LEE (CORK)_030,2016,Nov,14.0,0.033,1.2,12.5,81.0,57.0,0.019,7.2,4.9,24.0,28.0,78.25233837909025,Fair,68.66345267102673,Good,33.11818181818182,Moderate,97.65691479,Excellent,96.605016867696,Excellent
LEE (CORK)_030,2017,Feb,14.0,0.033,1.2,12.6,79.0,55.3,0.019,7.3,7.1,19.0,32.0,78.27258924204278,Fair,68.45542125869275,Good,32.36363636363636,Moderate,97.70256879,Excellent,96.71466974769601,Excellent
LEE (CORK)_030,2017,Apr,24.0,0.056,1.3,13.1,81.0,60.85,0.019,7.4,12.5,22.0,24.0,77.80120595156075,Fair,68.57466768276322,Good,35.554545454545455,Moderate,96.79755848,Excellent,95.869252684224,Excellent
LEE (CORK)_030,2017,Jun,15.0,0.033,1.8,8.92,65.0,61.3,0.019,7.4,21.9,17.0,41.0,76.40618993228081,Fair,68.80682766100847,Good,33.06545454545455,Moderate,97.56067399,Excellent,96.150289163376,Excellent
LEE (CORK)_030,2017,Sep,18.0,0.033,1.4,10.0,73.0,56.95,0.019,7.4,17.2,20.0,32.0,77.94063177243666,Fair,68.55978138745739,Good,32.581818181818186,Moderate,97.38152479,Excellent,96.378408309696,Excellent
LEE (CORK)_030,2017,Nov,13.0,0.033,1.2,15.2,72.0,52.2,0.019,7.4,8.1,20.0,33.0,78.82578551321572,Fair,68.16290205603048,Good,30.781818181818185,Poor,97.79522879,Excellent,96.940481274096,Excellent
LEE (CORK)_030,2018,Feb,127.0,0.033,1.2,17.1,82.0,54.2,0.019,7.2,6.5,17.0,28.0,78.82578551321572,Fair,68.41373474413842,Good,42.88181818181818,Moderate,88.88966279,Good,92.621453542896,Excellent
LEE (CORK)_030,2018,Apr,14.0,0.033,1.2,9.57,65.0,55.35,0.019,7.2,11.6,19.0,33.0,78.18159462369496,Fair,68.46458788916559,Good,30.79727272727273,Poor,97.73458499,Excellent,96.879590804976,Excellent
LEE (CORK)_030,2018,Jun,17.0,0.033,1.2,9.23,76.0,54.7,0.019,7.3,17.8,18.0,25.0,78.97121791826314,Fair,68.47526624647654,Good,31.83909090909091,Moderate,97.51730659,Excellent,96.61172043001599,Excellent
LEE (CORK)_030,2018,Sep,18.0,0.033,1.2,11.2,79.0,57.15,0.019,6.9,15.9,21.0,23.0,78.62973340189816,Fair,68.78058628905643,Good,33.12727272727273,Moderate,97.37145879,Excellent,96.378408309696,Excellent
LEE (CORK)_030,2018,Nov,127.0,0.036,1.2,11.8,75.0,51.0,0.019,6.6,10.6,17.0,37.0,78.74305150421772,Fair,68.09946799404443,Good,40.38181818181818,Moderate,88.99921888,Good,93.07897554534401,Excellent
LEE (CORK)_030,2019,Feb,127.0,0.027,1.2,11.3,70.0,54.6,0.019,6.8,7.9,19.0,30.0,78.57839440943938,Fair,68.60674052326534,Good,41.263636363636365,Moderate,88.94542261,Good,92.967553680624,Excellent
LEE (CORK)_030,2019,Apr,14.0,0.033,1.2,10.5,71.0,58.8,0.019,7.0,14.0,20.0,26.0,78.05076787076561,Fair,68.86990620529599,Good,32.60909090909091,Moderate,97.66815479,Excellent,96.548029229296,Excellent
LEE (CORK)_030,2019,Jun,14.0,0.033,1.2,12.8,82.0,55.4,0.019,7.0,15.7,21.0,18.0,81.8675353407095,Good,68.67013832611094,Good,32.58181818181818,Moderate,97.69176479,Excellent,96.571029344496,Excellent
LEE (CORK)_030,2019,Sep,14.0,0.026,1.5,11.3,71.0,54.3,0.019,7.4,16.3,18.0,48.0,77.20347049538643,Fair,68.27910690929278,Good,31.19090909090909,Moderate,97.73163358,Excellent,96.595369813104,Excellent
LEE (CORK)_030,2019,Nov,13.0,0.038,1.2,11.5,71.0,54.2,0.019,6.7,7.5,18.0,43.0,77.61332413247244,Fair,68.26339300814116,Good,30.827272727272728,Poor,97.81549694,Excellent,96.913625651136,Excellent
LEE (CORK)_030,2020,Feb,11.0,0.021,1.2,14.6,80.0,54.35,0.019,6.9,6.5,19.0,29.0,78.71209585429736,Fair,68.69866462418842,Good,31.872727272727275,Moderate,97.94259043,Excellent,96.865315585984,Excellent
LEE (CORK)_030,2020,Jun,16.0,0.033,1.3,15.3,88.0,57.4,0.019,7.6,18.0,22.0,19.0,81.39084751902887,Good,68.7086693815246,Good,34.48181818181818,Moderate,97.46508179,Excellent,96.103924072896,Excellent
LEE (CORK)_030,2020,Sep,15.0,0.027,1.5,12.0,75.0,49.9,0.019,6.7,16.0,19.0,59.0,77.20347049538643,Fair,67.89802255498724,Good,29.85454545454546,Poor,97.71653361,Excellent,96.742783589824,Excellent
LEE (CORK)_030,2020,Nov,10.0,0.033,1.2,11.0,66.0,50.05,0.019,6.8,9.8,16.0,46.0,78.2017858078935,Fair,67.94871764744487,Good,28.58181818181818,Poor,98.13003079,Excellent,97.275361180096,Excellent
LEE (CORK)_030,2021,Feb,10.0,0.033,1.2,10.4,64.0,57.15,0.019,7.0,7.2,15.0,31.0,77.98062148053505,Fair,68.6805999535637,Good,31.0,Moderate,98.02879079,Excellent,97.035239464896,Excellent
LEE (CORK)_030,2021,Apr,12.0,0.033,1.4,15.5,89.0,56.05,0.019,7.5,11.0,19.0,18.0,81.71145849293255,Good,68.6256786326261,Good,33.699999999999996,Moderate,97.80759879,Excellent,96.505164175296,Excellent
LEE (CORK)_030,2021,Jun,14.0,0.02,1.1,11.5,73.0,59.3,0.019,7.2,16.5,18.0,26.0,77.9506227934451,Fair,69.10952279282735,Good,33.13636363636363,Moderate,97.6686374,Excellent,96.420744660336,Excellent
LEE (CORK)_030,2021,Sep,21.0,0.033,4.4,58.5,246.0,48.85,0.019,7.4,16.9,34.0,31.0,79.69988132818384,Fair,67.74503455906229,Good,50.04545454545455,Moderate,96.61504879,Excellent,91.892039887296,Excellent
LEE (CORK)_030,2021,Nov,13.0,0.03,1.2,9.66,65.0,49.4,0.019,7.0,10.9,17.0,59.0,77.30037324340694,Fair,67.76354588684292,Good,28.478181818181817,Poor,97.9170303,Excellent,97.143656634816,Excellent
LEE (CORK)_030,2022,Apr,12.0,0.033,1.2,18.0,91.0,54.35,0.019,7.2,10.2,18.0,13.0,82.1220314794385,Good,68.60364162295292,Good,33.38181818181818,Moderate,97.81975079,Excellent,96.630396420096,Excellent
LEE (CORK)_030,2022,Jun,16.0,0.032,1.2,18.4,104.0,54.85,0.019,7.1,16.9,24.0,20.0,82.00047586682295,Good,68.59828844034395,Good,35.10909090909091,Moderate,97.47123276,Excellent,95.994253937904,Excellent
LEE (CORK)_030,2022,Sep,13.0,0.033,1.3,20.9,120.0,51.75,0.019,6.7,14.4,26.0,21.0,79.93627995203278,Fair,68.37932198021348,Good,35.24545454545454,Moderate,97.71829579,Excellent,96.048062749296,Excellent
LEE (CORK)_030,2022,Nov,127.0,0.021,1.2,14.3,77.0,50.35,0.019,6.7,11.5,16.0,53.0,77.58379947501055,Fair,68.11437718933554,Good,40.59090909090909,Moderate,88.99735643,Good,92.827758965184,Excellent
LEE (CORK)_040,2010,Feb,58.0,0.033,1.2,9.5,356.0,12.7,0.019,7.5,4.5,26.0,35.0,87.29517107917971,Good,64.77212076530353,Good,45.845454545454544,Moderate,94.94375079,Excellent,93.739255386096,Excellent
LEE (CORK)_040,2010,Apr,54.0,0.033,0.1,12.0,356.0,54.45,0.019,8.0,9.4,40.0,23.0,79.19090435231013,Fair,68.38541987588897,Good,61.07272727272727,Fair,94.54086979,Excellent,89.264233203696,Good
LEE (CORK)_040,2014,Apr,22.0,0.03,1.3,20.3,356.0,53.85,0.019,7.495,9.7,152.0,27.0,78.98163741538343,Fair,68.37568841759558,Good,58.51636363636364,Fair,96.4429023,Excellent,88.343088134716,Good
LEE (CORK)_040,2014,Sep,34.0,0.047,0.9,15.0,356.0,52.25,0.019,7.5,15.0,152.0,28.0,79.23295744647496,Fair,67.937792540141,Good,58.54545454545455,Fair,95.58737021,Excellent,87.905491423344,Good
LEE (CORK)_040,2014,Dec,32.0,0.033,1.0,14.2,356.0,54.2,0.019,7.5,7.6,152.0,39.0,77.9306450223063,Fair,68.23073892863687,Good,59.0,Fair,95.73070279,Excellent,87.952519981296,Good
LEE (CORK)_040,2015,Feb,24.0,0.033,0.7,15.2,356.0,57.0,0.019,7.5,4.7,152.0,29.0,78.17150542853244,Fair,68.59526103673522,Good,59.38181818181818,Fair,96.30703779,Excellent,88.293693583296,Good
LEE (CORK)_040,2015,Apr,56.0,0.033,0.9,16.3,356.0,55.75,0.019,7.5,10.9,152.0,18.0,81.7833551236016,Good,68.59549581585745,Good,61.93636363636363,Fair,93.81889579,Excellent,86.459454656496,Good
LEE (CORK)_040,2015,Jun,30.0,0.033,0.3,13.8,356.0,53.25,0.019,7.6,16.3,152.0,27.0,79.10699749849151,Fair,68.29093938393893,Good,58.47272727272727,Fair,95.92116779,Excellent,88.063334317296,Good
LEE (CORK)_040,2015,Aug,20.0,0.028,1.9,18.6,356.0,53.55,0.019,7.6,14.5,152.0,83.0,74.78719946341852,Fair,67.71163556221163,Good,58.1090909090909,Fair,96.60563764,Excellent,87.50880833305601,Good
LEE (CORK)_040,2015,Nov,18.0,0.028,0.3,13.8,356.0,52.7,0.019,7.6,10.8,152.0,51.0,77.28095866628057,Fair,68.07111203903041,Good,57.18181818181818,Fair,96.86809564,Excellent,88.683584735856,Good
LEE (CORK)_040,2016,Jan,127.0,0.033,1.0,8.37,56.0,52.3,0.014,7.2,9.2,13.0,45.0,77.83101243619106,Fair,76.99751707829414,Good,39.03363636363636,Moderate,89.03540999,Good,93.441647778816,Excellent
LEE (CORK)_040,2016,Feb,11.0,0.021,1.2,15.3,90.0,55.4,0.019,7.8,6.6,19.0,27.0,78.66058760306055,Fair,68.64024919829055,Good,33.554545454545455,Moderate,97.90997043,Excellent,96.590792268784,Excellent
LEE (CORK)_040,2016,Mar,16.0,0.033,1.2,17.7,104.0,57.05,0.019,6.7,7.2,24.0,20.0,81.4735116834971,Good,68.84832878009908,Good,35.699999999999996,Moderate,97.44918079,Excellent,96.113392783296,Excellent
LEE (CORK)_040,2016,Apr,26.0,0.033,1.2,15.9,99.0,55.95,0.019,7.3,10.7,18.0,27.0,78.54764186425459,Fair,68.56179259861344,Good,35.80909090909091,Moderate,96.72715679,Excellent,95.884587292096,Excellent
LEE (CORK)_040,2016,May,22.0,0.02,1.4,13.8,101.0,58.2,0.019,7.4,15.9,25.0,24.0,78.33344406665023,Fair,68.9858136375879,Good,36.290909090909096,Moderate,96.9987844,Excellent,95.659477774336,Excellent
LEE (CORK)_040,2016,Jun,26.0,0.033,1.2,13.4,105.0,51.75,0.019,7.4,16.0,27.0,24.0,79.67848659650228,Fair,68.21665180512926,Good,34.63636363636363,Moderate,96.77865879,Excellent,95.933130844096,Excellent
LEE (CORK)_040,2016,Jul,18.0,0.033,1.4,12.7,85.0,53.85,0.019,7.4,15.8,22.0,25.0,79.1489176598544,Fair,68.37622853264286,Good,32.790909090909096,Moderate,97.39234679,Excellent,96.408793077696,Excellent
LEE (CORK)_040,2016,Aug,20.0,0.033,1.2,12.6,92.0,51.7,0.019,7.5,15.5,26.0,25.0,79.60373217420073,Fair,68.18398417873875,Good,32.85454545454545,Moderate,97.25825679,Excellent,96.356681072496,Excellent
LEE (CORK)_040,2016,Sep,24.0,0.033,1.2,12.1,86.0,54.15,0.019,7.1,17.8,30.0,36.0,78.18159462369496,Fair,68.34118207107602,Good,33.37272727272727,Moderate,96.90054479,Excellent,96.00620559129601,Excellent
LEE (CORK)_040,2016,Oct,18.0,0.033,1.2,12.2,87.0,52.7,0.019,7.3,11.4,23.0,40.0,78.15133983408258,Fair,68.14229645291877,Good,32.47272727272727,Moderate,97.41815279,Excellent,96.461282202096,Excellent
LEE (CORK)_040,2016,Nov,24.0,0.033,1.2,13.9,106.0,55.55,0.019,7.2,3.6,33.0,27.0,78.62973340189816,Fair,68.55011510707183,Good,35.900000000000006,Moderate,96.84776879,Excellent,95.911321885696,Excellent
